Measured Strikes,,Coups perçants ,,Colpi misurati,,Geführte Schläge,,Golpes con medida,,狙いの一撃,,신중한 일격,,实测打击,,,,Speed increases armor penetration,,La vitesse augmente la pénétration d'armure.,,la velocità aumenta la penetrazione armatura,,Tempo erhöht Durchschlagskraft,,la velocidad aumenta la penetración de la armadura.,,速さにより、装甲の貫通力が上がる,,속도가 갑옷 관통력 증가,,度提升了盔甲的穿透性,
Nimble Fingers,,Doigts de fée ,,Dita agili,,Flinke Finger,,Dedos ágiles,,器用な手先,,날렵한 손가락,,灵活手指,,,,Disarm range +2,,Portée de désarmement +2.,,+2 alla portata per disarmare,,Entwaffnungsreichweite +2,,+2 de alcance de desarme.,,器解除の範囲+2,,무장 해제 범위 +2,,除武装范围 +2 个值,
Stalker,,Harceleur ,,Persecutore,,Schleicher,,Acechador,,ストーカー,,스토커,,潜行者,,,,,"Fierce rogues who pick the perfect time to strike, ensuring they do so with lethal force",,De puissants renégats qui choisissent précisément leur moment pour frapper et le font avec une efficacité mortelle.,,Feroci furfanti che attendono sempre il momento perfetto per sferrare il loro attacco con forza letale.,,"Gefährliche Schurken, die den richtigen Augenblick abwarten und mit todbringender Kraft zuschlagen",,"Feroces pícaros que eligen el momento perfecto para atacar, asegurándose de hacerlo con fuerza letal.",,攻撃を仕掛けるのに最高に時を選び、殺人的な威力で襲いかかる悪党,,공격에 완벽한 시간을 골라 치명적인 힘으로 공격하는 험상궂은 불한당,,凶猛的流氓恶棍会选择最佳时机发动攻击，从而确保以致命的力量进行攻击
Cruel Efficiency,,Efficacité cruelle ,,Efficienza crudele,,Grausame Effizienz,,Eficiencia cruel,,残酷なる機能美,,잔혹한 효율성,,非常功效,,,,Guaranteed to hit enemies below 40% health,,Garantit de toucher les cibles dont les PV sont inférieurs à 40 %.,,colpisce sempre i nemici con meno del 40% di salute,,Trifft Gegner mit unter 40 % LP garantiert,,impacto garantizado en los enemigos con menos del 40 % de salud.,,Pが40％未満の敵に攻撃を確実に命中させる,,체력 40% 미만의 적에 대한 적중 보장,,证击中生命值低于 40% 的敌人,
Fatal,,Fatal ,,Fatale,,Tödlich,,Fatal,,急所狙い,,치명적,,致命性,,,,5% chance to instakill,,5 % de chance de mettre KO en un coup.,,5% di probabilità di uccidere sul colpo,,5 % Chance auf Instakill,,5 % de probabilidad de matar instantáneamente.,,％の確率で敵を即死させる,,즉사 확률 5%,,5% 的几率击杀,
Duelist,,Duelliste ,,Duellante,,Duellant,,Duelista,,デュエリスト,,결투사,,决斗者,,,,,Dextrous fighters that relish in the exhiliration of facing opponents one-on-one,,Des combattants à l’incroyable dextérité adorant les combats en face-à-face.,,Abili combattenti amanti dell'ebbrezza di affrontare gli avversari uno contro uno.,,"Gewandte Kämpfer, die es genießen, dem Gegner Auge in Auge gegenüberzutreten",,Luchadores de gran destreza que disfrutan de la euforia de enfrentarse a los oponentes uno a uno.,,対戦相手との一騎打ちを爽快に楽しむ技巧派ファイター,,일대일로 상대를 상대한는 짜릿함을 즐기는 민첩한 전사들,,享受一对一面对对手的快感的灵巧战士
The Thrill,,Tout ou rien ,,Entusiasmo,,Nervenkitzel,,Suspense,,決闘のスリル,,스릴,,战栗者,,,,"Pwr, Dodge, crit, accuracy +15% when no adjacent player units",,"Puissance, Esquive, Dégâts critiques et Précision +15 % quand aucune unité de joueur adjacente.",,"+15% potenza, schivata, colpo critico e precisione quando non c'è nessuna unità controllabile adiacente",,"Macht, Ausweichen, Krit, Präzision +15 %, falls keine benachbarten Spielereinheiten vorhanden",,"+15 % de poder, evasión, crítico y precisión cuando no hay unidades del jugador en posición adyacente.",,接するプレーヤーユニットがない場合、威力、回避、必殺、命中+15％,,"인접한 플레이어 유닛이 없을 때 파워, 회피, 치명타, 정확도 15% 증가",,wr、闪避、暴击，没有相邻玩家单位时准确度提升 +15%,
Dexterous Style,,Tout en finesse ,,Destreggiante,,Geschickter Stil,,Destreza,,華麗なる守備,,민첩한 스타일,,敏捷式,,,,Defense +20% of Dexterity,,Défense augmentée de 20 % de la dextérité.,,difesa +20% del valore di destrezza,,Verteidigung +20 % der Geschicklichkeit,,otorga un 20 % adicional de defensa en relación con la destreza.,,御力が器用さの20％分上がる,,방어가 민첩의 20% 증가,,御力提升 +20% 的敏捷式,
Raider,,Pilleur ,,Razziatore,,Plünderer,,Asaltante,,レイダー,,침입자,,奇袭者,,,,,Less talking. More raiding!,,"Moins de bavardages, plus de pillages !",,"Parlare meno, razziare di più!",,"Weniger reden, mehr plündern!",,"Menos hablar, ¡y más asaltar!",,問答無用。お命頂戴！,,말수는 줄이고 더 습격합니다!,,少说话。多突袭！
Ambush,,Embuscade ,,Imboscata,,Hinterhalt,,Emboscada,,襲撃,,매복,,伏击,,,,+35% power against enemies with full health,,+35 % de puissance contre les ennemis avec tous leurs PV.,,+35% potenza contro i nemici con tutta la salute,,+35 % Macht gegen Feinde mit voller Gesundheit,,+35 % de poder contra enemigos con plena salud.,,PがMAXの敵に対して威力+35％,,완전 체력의 적에 대해 파워 35% 증가,,35% 威力对付生命值满格的敌人,
Pillage,,Pillage ,,Saccheggio,,Plündern,,Saqueo,,略奪,,약탈,,劫掠,,,,3% chance to gain a stat-up item after a kill,,3 % de chance d'obtenir un objet d'augmentation de statistique après une élimination.,,3% di probabilità di ottenere un oggetto che aumenta le statistiche dopo un'uccisione,,Bei getötetem Gegner 3 % Chance auf Gegenstand mit erhöhten Werten,,3 % de probabilidad de obtener un objeto de mejora después de una muerte.,,破後に3％の確率でステータス上昇アイテムを獲得する,,사살 후 3% 확률로 스탯 증가 아이템 획득,,杀后有 3% 几率获得升级物品,
Trickster,,Filou ,,Imbroglione,,Schwindler,,Embaucador,,トリックスター,,사기꾼,,魔术师,,,,,"Masters of deception. Flip a coin - heads they win, tails you lose",,"Passés maitres dans l’art de la tromperie. Lancez une pièce. Face ils gagnent, pile vous perdez.",,"Maestri dell'inganno. Lancia una moneta: se esce testa vincono loro, se esce croce perdi tu.",,"Meister der Täuschung. Kopf: er gewinnt, Zahl: du verlierst",,"Maestros del engaño. Lanza una moneda: si es cara, ganan ellos; si es cruz, pierdes tú.",,ペテンの達人。たとえコイントス遊びでも打ち負かすことは難しい,,속임수의 달인. 동전 던지기 - 앞면이면 이기고 뒷면이면 집니다,,骗术大师。抛硬币——正面赢，反面输
Sleight of Hand,,Tour de passe-passe ,,Trucco,,Taschenspielerei,,Juego de manos,,見事な早業,,손재주,,戏法,,,,Disarm range +2,,Portée de désarmement +2.,,+2 alla portata per disarmare,,Entwaffnungsreichweite +2,,+2 de alcance de desarme,,器解除の射程+2,,무장 해제 범위 +2,,械范围增加 +2,
Dazzling Display,,Vitesse éblouissante ,,Spettacolo,,Verwirrspiel.,,Espectáculo deslumbrante,,最高のショー,,현란한 솜씨,,炫耀展示,,,,Crits have a spd% chance to deal an extra 50% damage,,Les dégâts critiques ont un % de chance égal à la vitesse d'infliger +50 % de dégâts.,,i colpi critici hanno una probabilità pari al valore di velocità di infliggere +50% danni,,Bei Krit Tempo-% Chance auf 50 % Zusatzschaden,,los críticos tienen un Velocidad % de probabilidad de infligir un 50 % de daño adicional.,,殺時に、素速さの数値％の確率で50％の追加ダメージを与える,,치명타가 50% 추가 대미지를 입힐 확률 spd%,,击有 spd% 的几率额外造成 50% 的伤害,
Assassin,,Assassin ,,Assassino,,Assassine,,Asesino,,アサシン,,암살자,,刺客,,,,,"Cunning and deadly, these killers abide by a creed of discretion and anonymity",,"Habiles et mortels, ces tueurs professionnels ne jurent que par la discrétion et l’anonymat.",,"Il credo degli assassini, astuti e letali, ruota attorno alla discrezione e all'anonimato.",,Die listigen Mörder folgen einem Kodex der Diskretion und Namenlosigkeit,,"Astutos y mortales, estos personajes sanguinarios se rigen por un credo de discreción y anonimato.",,この狡猾な暗殺者は、慎重と秘匿の信条を守る,,교활하고 치명적인 이 살인자들은 신중함과 정체불명이라는 신조에 따라 행동합니다,,这些杀手狡猾而致命，恪守谨慎和匿名的信条
Relish in Death,,Nécromancien ,,Riposo nella morte,,Gefallen am Tod,,Disfrute de la muerte,,死臭,,죽음의 매력,,杀戮享受,,,,Gain 50% crit chance for 1 turn after every 2nd kill.,,+50 % d'infliger des dégâts critiques pendant 1 tour après 2 éliminations.,,+50% di probabilità di colpo critico per 1 turno dopo ogni seconda uccisione.,,Nach jedem 2. getöteten Gegner +50 % Krit-Chance für 1 Runde,,gana un 50 % de probabilidad de crítico durante 1 turno cada 2 muertes.,,を2体撃破するごとに、1ターンの間50％の必殺率を得る,,두 번째 사살 후마다 1턴 동안 50% 치명타 확률을 획득합니다.,,击杀 2 次获得 50% 的暴击机会，持续 1 回合。,
Creed,,Crédo ,,Credo,,Credo,,Credo,,信条,,신조,,信条,,,,+20% crit damage per friendly deployed rogue,,+20 % de dégâts critiques pour chaque renégat allié déployé.,,+20% danni del colpo critico per ogni furfante alleato utilizzato,,+20 % Krit-Chance pro eingesetztem verbündetem Schurken,,+20 % de daño crítico por cada pícaro aliado desplegado.,,情関係にあるフィールド上のローグ系ユニット1人につき、必殺ダメージ+20％,,배치된 아군 도적당 치명타 대미지 20% 증가,,个友好部署的流氓，增加 +20% 暴击伤害力度,
Gladiator,,Gladiateur ,,Gladiatore,,Gladiator,,Gladiador,,グラディエーター,,검투사,,角斗士,,,,,"Stylish fighters who live to entertain, drawing energy from glamorous blows",,Des combattants stylés qui divertissent et dirent leur force des coups joliment portés.,,"Fini combattenti nati per intrattenere, traggono energia da colpi spettacolari.",,"Aufsehen erregende Kämpfer, die für die Schau leben und Energie aus sensationellen Hieben ziehen",,"Luchadores con estilo que viven para entretener, sacando energía del efecto estético de sus golpes.",,華やかな打撃からエネルギーを引き出し、観衆を楽しませるために生きるスタイリッシュな剣闘士だ,,화려한 타격에서 에너지를 끌어들이고 즐거움을 위해 살아가는 스타일리시한 전사들,,为娱乐而生的时尚战士，从迷人的攻击中汲取能量
Thumbs Down,,Pouce vers le bas ,,Pollice in giù,,Daumen runter,,Pulgar hacia abajo,,無双,,불만,,大拇指朝下,,,,Gain +30% power for a turn after killing an enemy,,+30 % de puissance pendant 1 tour après avoir éliminé un ennemi.,,+30% potenza per un turno dopo aver ucciso un nemico,,+30 % Macht für 1 Runde nach einem getöteten Gegner,,gana un 30 % de poder adicional durante un turno después de matar a un enemigo.,,を倒した後、1ターンの間威力+30％,,적을 해치운 후 1턴 동안 파워 30% 증가,,死敌人后，一回合内获得 +30% 的力量,
Flourish,,Floraison ,,Prosperare,,Aufblühen,,Prosperidad,,繁栄,,자랑,,健康恢复,,,,Heal 40% HP after a crit,,Soigne de 40 % des PV après un coup critique.,,ripristina 40% dei PS dopo un colpo critico,,40 % LP heilen nach kritischem Treffer,,cura un 40 % de PS después de un crítico.,,殺発動後にHPを40％回復する,,치명타 후 HP 40% 치유,,击后恢复 40% 的生命值,
Slayer,,Pourfendeur ,,Annientatore,,Schlächter,,Aniquilador,,スレイヤー,,살인마,,杀手,,,,,"Fierce killers, trained in an ancient technique developed to eradicate packs of powerful beasts",,Des combattants faisant usage de techniques anciennes pour décimer des troupeaux de puissantes bêtes.,,Feroci assassini addestrati secondo un'antica tecnica sviluppata per debellare branchi di potenti bestie.,,"Gnadenlose Jäger, geübt in einer uralten Technik zur Vernichtung von Rudeln gefährlicher Bestien",,"Asesinos feroces, entrenados en una técnica antigua desarrollada para erradicar manadas de bestias poderosas.",,強靭な野獣を根絶するために開発された古代の技を修得している苛烈な殺人鬼,,강력한 야수 무리를 처치하기 위해 개발된 고대 기술로 훈련된 험악한 살인자들,,凶猛的杀手，受过古老技术训练，旨在消灭成群强大的野兽
Rampage,,Carnage ,,Carica,,Toben,,Desenfreno,,大立ち回り,,광란,,狂暴行为,,,,Get an extra action after a kill,,Action supplémentaire après une élimination.,,ottiene un'azione in più dopo un'uccisione,,Zusätzliche Aktion nach einem getöteten Gegner,,obtiene una acción adicional después de una muerte.,,破後に追加の行動を獲得,,사살 후 추가 액션 획득,,杀后的额外动作,
Annihilation,,Annihilation ,,Annientamento,,Vernichtung,,Aniquilación,,滅殺,,소멸,,歼灭,,,,+35% power against enemies with full health,,+35 % de puissance contre les ennemis avec tous leurs PV.,,+35% potenza contro i nemici con tutta la salute,,+35 % Macht gegen Feinde mit voller Gesundheit,,+35 % de poder contra enemigos con plena salud.,,PがMAXの敵に対して威力+35％,,완전 체력의 적에 대해 파워 35% 증가,,35% 威力对付生命值满格的敌人,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlemage,,Mage de combat ,,Mago guerriero,,Kampfmagier,,Mago de batalla,,バトルメイジ,,전투마법사,,战斗法师,,,,,No better way to protect a magic user than to put them in a tin can,,Rien de mieux pour protéger un magicien que de le mettre en boite.,,Il modo migliore per proteggere chi usa la magia è rinchiuderlo in un barattolo di latta.,,"Die beste Möglichkeit, Zauberkundige zu schützen, besteht darin, sie in Blech zu packen",,No hay mejor manera de proteger a un usuario de magia que ponerlo en una lata de conserva.,,魔法使いを守るのに、ブリキの缶に入れるよりも良い方法はない,,깡통에 넣는 것보다 마법 사용자를 보호하는 더 좋은 방법은 없습니다,,没有比将施法者放入锡罐更好的方法来保护他们了
Superconductor,,Supraconducteur ,,Superconduttore,,Supraleiter,,Superconductor,,超伝導,,초전도체,,超导体,,,,Attacking grants adjacent allies +15% power for 1 turn.,,Les attaques confèrent aux alliés adjacents +15 % de puissance pendant 1 tour.,,attaccare fornisce agli alleati adiacenti +15% potenza per 1 turno.,,Durch Angreifen erhalten benachbarte Verbündete für 1 Runde +15 % Macht.,,atacar otorga a los aliados adyacentes un 15 % de poder adicional durante 1 turno.,,撃すると、隣接する味方に1ターンの間+15％の威力が与えられる,,공격 시 1턴 동안 인접한 동맹군에게 +15% 파워를 부여합니다.,,击赋予相邻盟友 +15% 的力量，持续1 回合。,
Strength of Storms,,Force des tempêtes ,,Forza della tempesta,,Kraft der Stürme,,Fuerza de las tormentas,,嵐の守り,,폭풍의 힘,,风暴之力,,,,Defense increased by 10% of magic,,Défense augmentée de 10 % de la magie.,,difesa +10% del valore di magia,,Verteidigung steigt um 10 % der Magie,,la defensa aumenta en un 10 % de la magia.,,御力が魔力の10％分上がる,,방어가 마법의 10% 증가,,御增加了 10% 的魔法能量,
Arcanist,,Arcaniste ,,Arcanista,,Arkanist,,Arcanista,,アーケニスト,,비전술사,,奥术师,,,,,Mages who follow the traditional paths to arcane knowledge,,Des mages suivant le chemin traditionnel des connaissances des arcanes.,,Maghi che seguono percorsi tradizionali di conoscenza arcana.,,"Magier, die den traditionellen Wegen zu arkanem Wissen folgen",,Magos que siguen la senda tradicional del conocimiento arcano.,,呪文の知識を伝統的な手法で学ぶ魔法使い,,비전 지식에 대한 전통 방식을 좇는 마법사들,,遵循传统途径获得奥术知识的法师
Focused,,Concentré ,,Concentrazione,,Konzentriert,,Concentrado,,凝縮,,집중,,专注,,,,Power +25% if unit doesn't move,,Puissance +25 % si l'unité reste immobile.,,+25% potenza se l'unità non si muove,,"Macht +25 %, wenn sich die Einheit nicht bewegt.",,+25 % de poder si la unidad no se mueve.,,動せずに攻撃すると、威力+25％,,유닛이 움직이지 않으면 파워 25% 증가,,果单位不移动，则能量增加 +25%,
Sharpened Will,,Volonté de fer ,,Volontà di ferro,,Geschärfter Wille,,Voluntad afilada,,鋭敏なる意志,,선명한 의지,,锐化意志,,,,Mastery increases accuracy.,,La maitrise augmente la précision.,,la maestria aumenta la precisione,,Meisterschaft erhöht Präzision.,,la maestría aumenta la precisión.,,練度の値により、命中が上がる。,,숙달이 정확도를 증가시킵니다.,,通提高准确性。,
Magician,,Magicien ,,Prestigiatore,,Bühnenmagier,,Brujo,,マジシャン,,마술사,,幻术大师,,,,,Some prefer circus tricks over power. Sometimes you just need the money,,"Certains préfèrent le spectacle à la puissance. Parfois, c’est juste pour se faire de l’argent.",,C'è chi al potere preferisce i trucchetti da circo. A volte è solo per bisogno di soldi.,,Manche ziehen billige Tricks der echten Macht vor. Manchmal brauchen sie einfach Geld,,Algunos prefieren los trucos de circo al poder. Es que a veces hace falta dinero.,,世には力よりもサーカスの手品を好む人もいる。人生にはお金が必要だ,,어떤 사람들은 권력보다 서커스 트릭을 선호합니다. 때때로 돈만 있으면 됩니다,,有些人比起实际力量，更喜欢耍诡计。有时候，你只需要有钱就可以了
Beam Me Up,,Rayon téléporteur ,,Teletrasporto,,Hochbeamen,,A teletransportarse,,遠方移動,,순간이동,,照亮我,,,,Phase range +1,,portée de téléportation + 1.,,+1 alla portata di smaterializzazione,,Phasenreichweite +1,,+1 de alcance de teletransporte.,,ープ射程+1,,위상 범위 +1,,位范围增加 +1,
Maestro,,Maestro ,,Maestro,,Maestro,,Maestro,,巨匠,,마에스트로,,大师,,,,Allies within 2 tiles have increased accuracy,,Les alliés à 2 cases de portée ont une précision accrue.,,aumenta la precisione degli alleati entro 2 caselle di distanza,,Verbündete innerhalb von 2 Feldern erhalten erhöhte Präzision,,los aliados a menos de 2 casillas adquieren mayor precisión.,,マス内の味方の命中が向上する,,2타일 이내 동맹군의 정확도가 증가합니다,, 格内盟友准确度提高了,
Conjurer,,Conjureur ,,Evocatore,,Beschwörer,,Conjurador,,コンジュラー,,요술사,,召唤师,,,,,Rough mages who harness the inconsistent power of conjured flame,,Des mages maitrisant le pouvoir instable de l’invocation.,,Maghi grezzi che manipolano l'indomabile potere delle fiamme evocate.,,Diese rauen Magier nutzen die unzuverlässige Macht der beschworenen Flamme,,Magos poco diestros que aprovechan el poder irregular de la llama conjurada.,,魔法の炎の気まぐれな力を駆使する乱暴な魔法使い,,마법 불꽃의 일관성 없는 힘을 활용하는 거친 마법사들,,利用魔法火焰的不稳定力量的粗糙法师
Sorcerer's Siphon,,Siphonage magique ,,Sifone dello stregone,,Zaubersiphon,,Sifón del hechicero,,魔導士の漏斗,,마법사의 사이펀,,魔法师虹吸,,,,Healed for 20% of damage done,,Soigné de 20 % des dégâts infligés.,,guarisce per il 20% dei danni inflitti,,Heilung um 20 % des verursachten Schadens,,se cura en un 20 % del daño infligido.,,えたダメージの20％分回復する,,입은 대미지의 20% 치유,,愈已造成伤害的 20%,
Sorcerer's Sting,,Piqûre magique ,,Puntura dello stregone,,Zauberstich,,Picadura del hechicero,,魔導士の一刺し,,마법사의 침,,魔法师之刺,,,,35% chance to add 15% of current HP to damage,,35 % de chance d'ajouter 15 % des PV actuels aux dégâts.,,35% di probabilità di aggiungere 15% dei PS ai danni,,"35 % Chance, 15 % der aktuellen LP zum Schaden hinzuzufügen",,35 % de probabilidad de agregar un 15 % de los PS actuales al daño.,,35％の確率で、現在のHPの15％をダメージに追加する,,35% 확률로 현재 HP의 15%를 대미지에 추가,,35% 的几率用当前生命值的 15% 增加伤害,
Aegis,,Égide ,,Protettore,,Aigis,,Égida,,イージス,,이지스,,宙斯盾,,,,,"The ancient art of warding armor is lost, but, for a steep price, the armor itself is not",,"L’art ancestral des armures gardiennes est perdu, mais pas le fruit de son labeur, si on y met le prix.",,"L'antica arte dell'armatura protettiva è perduta, ma, a caro prezzo, l'armatura in sé no.",,"Die uralte Kunst der abwehrenden Rüstung ist verloren, aber für einen angemessenen Preis ist die Rüstung noch zu haben",,"El antiguo arte de proteger las armaduras se ha perdido, pero no las armaduras en sí, con tal de que pagues su exorbitante precio.",,古より伝わる鎧の技は失われたが、その鎧自体は高価ではあるが、存在は失われていない,,"수호 갑옷의 고대 기술은 사라졌지만, 가파른 가격에 갑옷은 사라지지 않았습니다",,古老的护甲术已经失传，但是，盔甲本身并没有，但是需要付出高昂的价格
Warded Armor,,Armure renforcée ,,Armatura magica,,Schutzrüstung,,Armadura protegida,,刻み目の鎧,,보호 갑옷,,守卫护甲,,,,Taking magic damage grants a healing ward to adjacent allies,,Encaisser des dégâts magiques déploie une balise de soins sur les alliés adjacents.,,subire danni magici attiva un incantesimo curativo sugli alleati adiacenti,,"Wird magischer Schaden erlitten, erhalten benachbarte Verbündete einen heilenden Schutz",,recibir daño de magia otorga un resguardo de curación a los aliados adyacentes.,,法ダメージを受けると、隣接する味方にヒーリングが付与される,,마법 대미지를 입으면 인접한 동맹군에게 치유 병동을 부여합니다,,到魔法伤害会为相邻的盟友提供治愈结界,
Shroud of the Eye,,Linceul de l'œil ,,Occhio velato,,Schleier vor den Augen,,Ojos tapados,,聖布,,눈의 장막,,眼之罩,,,,Defense increased by 10% of magic,,Défense augmentée de 10 % de la magie.,,difesa +10% del valore di magia,,Verteidigung steigt um 10 % der Magie,,la defensa aumenta en un 10 % de la magia.,,御力が魔力の10％分増加する,,방어가 마법의 10% 증가,,御增加了 10% 的魔法能量,
Wizard,,Sorcier ,,Arcimago,,Zauberer,,Hechicero,,ウィザード,,대마법사,,向导,,,,,Control and finesse are temporary. Raw power is forever,,Les épées se brisent. La magie est éternelle.,,Il controllo e la finezza sono temporanei. La potenza pura è eterna.,,Kontrolle und Raffinesse vergehen. Reine Macht bleibt bestehen,,El control y la delicadeza son temporales. El poder puro es para siempre.,,支配と策略は一時のもの。身につけた魔力は永遠,,통제와 기교는 일시적입니다. 순수한 힘만 영원합니다,,控制能力和技巧都是暂时的。原始力量才是永恒的
Arcane Overload,,Surcharge d'arcanes ,,Signore arcano,,Arkane Überlast,,Sobrecarga arcana,,魔力の暴走,,비전 과다,,奥术过载,,,,Power is increased by an extra 20% of magic,,Puissance augmentée de 20 % de la magie.,,potenza +20% del valore di magia,,Macht steigt um zusätzliche 20 % der Magie,,el poder aumenta en un 20 % adicional de la magia.,,力が魔力の20％分増加する,,파워가 마법의 20% 추가로 증가,,量中增加了额外 20% 的魔法能量,
Ancient Wisdom,,Sagesse des anciens ,,Saggezza antica,,Uralte Weisheit,,Sabiduría ancestral,,古代の英知,,고대의 지혜,,古代智慧,,,,Mastery is increased by 20% of power,,Maitrise augmentée de 20 % de la puissance.,,maestria +20% del valore di potenza,,Meisterschaft wird um 20 % der Macht erhöht,,la maestría aumenta en un 20 % del poder.,,練度が威力の20％分増加する,,숙달이 파워의 20% 증가,,通度增加了 20% 的能量,
Illusionist,,Illusionniste ,,Illusionista,,Illusionist,,Ilusionista,,イリュージョニスト,,일루셔니스트,,幻术师,,,,,It's easy to fool people when they're already fooling themselves,,Les gens sont tellement crédules et influençables...,,È facile ingannare le persone che si stanno già ingannando da sole.,,"Es ist leicht, Menschen zu betrügen, wenn sie sich schon selbst belügen",,Es fácil engañar a los que ya se engañan a sí mismos.,,自分自身を騙している人間は、他人だって簡単に騙せる,,사람들이 이미 자신을 속이고 있을 때 그들을 속이기는 쉽습니다,,当人们自欺欺人时，很容易被人欺
Projection,,Projection ,,Proiezione,,Projektion,,Proyección,,投射,,투영,,投影,,,,Phase range +1,,Portée de téléportation +1,,+1 alla portata di smaterializzazione,,Phasenreichweite +1,,+1 de alcance de teletransporte.,,ープ射程+1,,위상 범위 +1,,位范围增加 +1,
Mirror Images,,Image miroirs ,,Immagini gemelle,,Spiegelbilder,,Imágenes de espejo,,鏡像,,분신,,镜像,,,,Allies within 2 tiles have increased accuracy,,Les alliés à 2 cases de portée ont une précision accrue.,,aumenta la precisione degli alleati entro 2 caselle,,Verbündete innerhalb von 2 Feldern erhalten erhöhte Präzision,,los aliados a menos de 2 casillas adquieren mayor precisión.,,マス内にいる味方の命中が上がる,,2타일 이내 동맹군의 정확도가 증가합니다,, 格内盟友提高了准确性,
Pyromancer,,Pyromancien ,,Piromante,,Pyromant,,Piromante,,パイロマンサー,,화염술사,,火炎术士,,,,,It is rumored that the strongest pyromancers have the soul of a dragon,,On dit que les pyromanciens les plus puissants ont une âme de dragon.,,Si dice che i piromanti più potenti abbiano l'anima di drago.,,"Es heißt, dass in den stärksten Pyromanten die Seelen von Drachen wohnen",,Se rumorea que los piromantes más fuertes tienen el alma de un dragón.,,最強のパイロマンサーは、竜の魂を持っているという,,최강의 화염술사들에겐 용의 영혼이 있다는 소문이 있습니다,,传闻最强火炎术士拥有龙魂
Burning Heart,,Cœur brûlant ,,Cuore in fiamme,,Flammendes Herz,,Corazón ardiente,,燃える心,,불타는 심장,,燃烧之心,,,,"Crit is increased by your percentage of health, up to 30%",,Dégâts critiques augmentés par un pourcentage des PV jusqu'à 30 %.,,"il colpo critico aumenta a seconda della percentuale della salute, fino al 30%",,"Krit steigt um Anteil der vorhandenen Gesundheit, bis zu 30 %",,"el crítico aumenta hasta un 30 %, según tu porcentaje de salud.",,殺率が、残りHPの割合により最大30％増加する,,치명타가 체력 비율에 따라 최대 30%까지 증가합니다,,击率根据你的生命值百分比增加，最高可增加 30%,
Dragon Soul,,Âme draconique ,,Anima di drago,,Drachenseele,,Alma de dragón,,竜の魂,,드래곤 소울,,龙魂,,,,35% chance to add 20% of current HP to damage,,35 % de chance d'ajouter 20 % des PV actuels aux dégâts.,,35% di probabilità di aggiungere 20% dei PS attuali ai danni,,"35 % Chance, 20 % der aktuellen LP zum Schaden hinzuzufügen",,35 % de probabilidad de agregar un 20 % de los PS actuales al daño.,,35％の確率で、現在のHPの20％をダメージに追加する,,35% 확률로 현재 HP의 20%를 대미지에 추가,,35% 的几率用当前生命值的 20% 增加伤害,
Inquisitor,,Inquisiteur ,,Inquisitore,,Inquisitor,,Inquisidor,,インクイジター,,심문관,,审讯官,,,,,Holy warriors who seek to stop errant magic users. Most effective when unexpected,,De saints guerriers qui cherchent à mettre fin à la magie. Très efficaces quand on ne s’attend pas à eux.,,Guerrieri sacri determinati a fermare gli utilizzatori erranti di magia. La loro efficacia si rivela nei momenti più inaspettati.,,"Die heiligen Krieger versuchen, irrende Zauberkundige aufzuhalten. Besonders effektiv, wenn man sie nicht erwartet",,Guerreros sagrados que tratan de detener a los usuarios de magia errantes. Son más eficaces cuando menos se les espera.,,堕落した魔法使いを成敗する聖戦士。予期せぬ時に力を発揮するだろう,,잘못된 마법 사용자를 막으려는 성스러운 전사들. 예상치 못한 경우에 가장 효과적입니다,,试图阻止错误施法者的神圣战士。出其不意时最有效
Inquisition,,Inquisition ,,Inquisizione,,Inquisition,,Inquisición,,尋問,,심문,,审讯,,,,Power increased by 40% of enemy's magic stat,,Puissance +40 % de la statistique de magie de l'ennemie.,,potenza +40% del valore di magia del nemico,,Macht steigt um 40 % der Magie des Gegners,,el poder aumenta en un 40 % de la estadística mágica del enemigo.,,力が敵の魔力の40％分増加する,,파워가 적 마법 스탯의 40% 증가,,量中增加了敌人魔法值的 40%,
Righteous Cause,,Juste cause ,,Causa virtuosa,,Gerechte Sache,,Causa justa,,大義,,대의명분,,正义之道,,,,Healing increases accuracy by 25% for one turn,,Le soin augmente la précision de 25 % pour 1 tour.,,guarire aumenta la precisione del 25% per un turno,,Heilung erhöht Präzision für 1 Runde um 25 %,,la curación aumenta un 25 % la precisión durante un turno.,,ーリングをすると、1ターンの間命中が25％上がる,,한 턴 동안 치유가 정확도 25%를 증가시킵니다,,个回合中，治愈将命中率提升25%,
Guardian,,Gardien ,,Guardiano,,Wächter,,Guardián,,ガーディアン,,수호자,,守护者,,,,,"Clerics who devote themselves to protecting others, often proactively",,Des clercs qui vouent leur vie à protéger les autres et de manière très efficace.,,"Chierici che si dedicano a proteggere gli altri, spesso intervenendo in anticipo.",,"Diese Kleriker beschützen andere, oft proaktiv",,"Clérigos que se dedican a proteger a los demás, a menudo de forma proactiva.",,しばしば積極的に仲間の保護に専念する聖職者,,"다른 사람을 보호하는 데 헌신하는 성직자, 종종 적극적으로",,致力于保护他人的神职人员，通常是积极主动的
