"In Dervin, a large number of prisoners are slated to be executed. Without your help, they're dead to rights.",,L’exécution d’un grand nombre de prisonniers est programmée à Dervin. Vous devez impérativement les aider.,,"A Dervin, molti prigionieri sono destinati all'esecuzione. Senza il tuo aiuto, verranno uccisi senza riguardo.",,In Dervin sind zahlreiche Gefangene für die Hinrichtung vorgesehen. Ohne eure Hilfe ist ihnen der Tod gewiss.,,"En Dervin, está prevista la ejecución de un gran número de presos. Sin tu ayuda, pueden darse por fiambres.",,ダービンでこれから多数の囚人が処刑される。今すぐ救出しなければ、彼らの命はない。,,더빈에서 많은 포로들이 처형될 예정입니다. 당신의 도움이 없으면 무조건 죽을 겁니다.,,在德文，大量囚犯将被处决。没有你的帮助，他们死定了。,
Reach Liberty,,Atteignez Liberty,,Raggiungi Liberty,,Liberty erreichen,,Alcanza a Liberty.,,リバティーに到達せよ,,리버티에게 다가가기,,达到莉波蒂身边,
Liberty is valiantly defending Brookstead on her own - reach her and repel the enemy forces.,,Liberty défend vaillamment et à elle-seule Brookstead. Atteignez sa position et aidez à repousser les forces ennemies.,,"Liberty sta difendendo da sola Sottoroggia, dimostrando molto valore: raggiungila e respingi l'esercito nemico.",,Liberty verteidigt Brookstead unermüdlich ohne jede Hilfe - schlagt euch zu ihr durch und wehrt die Gegner ab.,,Liberty defiende Brookstead sola con valentía. Acércate a ella y rechaza a las fuerzas enemigas.,,リバティーはたった1人でブルックステッドを勇敢に守ろうとしている ― 敵軍を撃退しつつ、彼女の元に行こう。,,리버티는 혼자서 브룩스테드를 용감하게 방어하고 있습니다. 그녀에게 다가가 적군을 격퇴하십시오.,,莉波蒂独自勇敢地保卫布鲁克斯特德——去她那里并帮助她击退敌军。,
You've arrived at Brookstead too late - it is already under attack from Varic's forces. An unknown woman appears to be defending the town alone.,,Vous êtes arrivés trop tard à Brookstead qui est déjà attaqué par les forces de Varic. Une inconnue semble défendre la ville à elle-seule.,,Hai raggiunto Sottoroggia troppo tardi: l'esercito di Varic si è già lanciato all'attacco. Una donna sconosciuta sta difendendo da sola la città.,,Ihr seid zu spät nach Brookstead gekommen - Varics Truppen greifen bereits an. Offenbar verteidigt eine Unbekannte allein die Stadt.,,Has llegado a Brookstead demasiado tarde. Las fuerzas de Varic ya están atacando el lugar. Una mujer desconocida parece estar defendiendo la ciudad sola.,,ブルックステッドへの到着は時すでに遅く、ヴァリック王の部隊による攻撃に見舞われていた。しかし、そんな中でとある女が1人で街を守っているようだ。,,브룩스테드에 너무 늦게 도착했습니다. 이미 배릭의 군대가 공격을 하고 있습니다. 미지의 여성이 홀로 마을을 방어하고 있는 것으로 보입니다.,,你们到达布鲁克斯泰德太晚了——镇子已经受到了瓦里克军队的攻击。一个不知名的女人似乎在独自保卫着这座城镇。,
Escape,,Échappez-vous,,Scappa,,Entkommen,,Escapa.,,脱出せよ,,탈출,,逃脱,
Varic's soldiers have you surrounded - break through their ranks and escape Highridge.,,Les soldats de Varic vous ont encerclé. Percez leurs rangs et échappez-vous de Hautecrête.,,I soldati di Varic ti hanno circondato: spezza i loro ranghi e scappa da Crestalta.,,Varics Soldaten haben euch umzingelt - brecht durch die Reihen und entkommt aus Highridge.,,Los soldados de Varic te tienen rodeado. Atraviesa sus filas y escapa de Highridge.,,ヴァリック王の兵士たちに取り囲まれた ― 敵の隊列を突破し、ハイリッジを脱出しよう。,,배릭의 병사들에게 포위를 당했습니다. 대열을 뚫고 하이리지에서 탈출하십시오.,,瓦里克的士兵包围了你们——突破他们的队伍并逃往海里奇。,
"After Irving's speech, Varic's soldiers have broken up the festival. There is little time left to escape.",,"Après le discours d’Irving, les soldats de Varic ont dispersé le festival. Il ne reste plus beaucoup de temps pour s’échapper.",,"Dopo il discorso di Irving, i soldati di Varic hanno interrotto i festeggiamenti. Rimane poco tempo per scappare.",,"Nach Irvings Rede haben Varics Soldaten das Fest aufgelöst. Es bleibt kaum noch Zeit, um zu entkommen.",,"Después del discurso de Irving, los soldados de Varic han desalojado el festival. Queda poco tiempo para escapar.",,アービンの演説後、ヴァリック王の兵士たちは祝祭の場を突如として包囲した。もはや逃げる時間はほとんど残されていない。,,어빙의 연설이 끝난 후 배릭의 병사들은 축제를 해산시켰습니다. 탈출할 시간이 얼마 남지 않았습니다.,,欧文的演讲后，瓦里克的士兵们已经解散了节日庆典。留给他们逃命的时间不多了。,
Defeat Akmenos,,Battez Akmenos,,Sconfiggi Akmenos,,Akmenos besiegen,,Derrota a Akmenos.,,アクメノスを倒せ,,아크메노스 물리치기,,击败阿克美诺斯,
Akmenos has isolated Irving. Defeating his minions will weaken him.,,Akmenos a isolé Irving. Battez ses sous-fifres pour l’affaiblir.,,Akmenos ha isolato Irving. Sconfiggi i suoi sottoposti per indebolirlo.,,"Akmenos hat Irving isoliert. Werden seine Schergen besiegt, verliert er an Kraft.",,"Akmenos ha aislado a Irving. Si vences a sus esbirros, lo debilitarás.",,アクメノスはアービンを孤立させた。手先を倒すことで、彼を弱らせよう。,,아크메노스가 어빙을 고립시켰습니다. 그의 부하들을 물리치면 그는 약해질 것입니다.,,阿克梅诺斯孤立了欧文。击败他的爪牙会削弱他。,
"Akmenos has summoned the dead to defend himself, and tied their life force to his own. To defeat him, you must defeat his minions.",,"Akmenos a invoqué les morts pour le défendre et a lié sa force vitale à la leur. Pour le battre, vous devrez venir à bout de ses serviteurs.",,"Akmenos ha risvegliato i morti per difendere sé stesso e ha legato la loro forza vitale alla sua. Per sconfiggerlo, devi sgominare anche i suoi sottoposti.",,"Akmenos hat die Toten beschworen, um sich zu verteidigen, und ihre Lebenskraft mit seiner verknüpft. Um ihn zu besiegen, müsst ihr seine Schergen töten.",,"Akmenos ha invocado a los muertos para defenderse y se ha enlazado con ellos mediante la fuerza vital. Para derrotarlo, debes derrotar a sus esbirros.",,アクメノスは死者を召喚し、その生命力を自身に結びつけた。彼を倒すには、手先を倒さなければならない。,,"아크메노스는 자신을 방어하기 위해 죽은 자들을 소환했고, 그들의 생명력을 자신의 생명력에 묶어두었습니다. 그를 물리치려면 그의 부하들을 물리쳐야 합니다.",,阿克梅诺斯召唤出死灵来保护自己，并将他们的生命力绑在自己身上。要打败他，必须打败他的爪牙。,
Defeat Boss,,Battez le boss,,Sconfiggi il boss,,Boss besiegen,,Derrota al jefe.,,ボスを倒せ,,보스 물리치기,,击败大佬,
The commander of Redhill's new fortress holds the King's forces together - ensure a swift victory.,,Le commandant de la nouvelle forteresse de Rougeval rassemble les troupes du Roi. Assurez la victoire.,,Il comandante della nuova fortezza di Collerosso tiene unite le forze armate del re: assicurati una vittoria rapida.,,Der Kommandant der neuen Festung in Redhill hält die königlichen Truppen zusammen - sorgt für einen schnellen Sieg.,,El comandante de la nueva fortaleza de Redhill mantiene unidas a las fuerzas del rey. Procura obtener rápidamente la victoria.,,レッドヒルの新しい要塞の司令官は、王の軍をまとめている ― 迅速に勝利を収めよう。,,레드힐의 새로운 요새 지휘관은 신속한 승리를 거머쥐기 위해 왕의 군대를 하나로 통합했습니다.,,红山新堡垒的指挥官将国王的军队凝聚在一起——确保迅速取得胜利。,
"Finally on the offensive, the Delian Revolution has marched on Redhill, where King Varic's grip is loose.",,"Maintenant en position offensive, la Révolution déliaise marche sur Rougeval, où l’influence du Roi Varic est moindre.",,"Finalmente pronta all'offensiva, la rivoluzione deliana ha marciato verso Collerosso, dove la stretta di Varic si sta allentando.",,"Endlich ist die delianische Revolution in der Offensive und marschiert gegen Redhill, wo König Varic sich nur schwer halten kann.",,"Finalmente a la ofensiva, la revolución de Delia ha marchado sobre Redhill, donde el rey Varic está pasando apuros.",,ついに攻勢に出たデリア革命軍は、ヴァリック王の支配が緩いレッドヒル攻略することにした。,,마침내 공세에 나선 델리아 혁명군은 배릭 왕의 경계가 느슨해진 레드힐을 향해 진군했습니다.,,最终，得洛斯革命军采取攻势，进入红山，瓦里克国王在那里失手了。,
Arrive,,Atteignez l’Objectif,,Arriva,,Ankommen,,Llega a tu destino.,,奥に到達せよ,,도착,,到达,
Reach the Canopy Bridge stronghold without letting any soldiers escape into the forest.,,Atteignez la forteresse du Pont de Canopée en empêchant les soldats de s’échapper dans la forêt.,,Raggiungi la fortezza del ponte di Chiomombrosa e impedisci ai soldati di scappare nella foresta.,,Erreicht den Stützpunkt an der Baldachinbrücke und lasst keine Soldaten in den Wald entkommen.,,Llega a la fortaleza del puente de Canopy sin dejar que ningún soldado se escape al bosque.,,兵士たちを1人も森に逃がすことなく、キャノピーブリッジの要塞に到達しよう。,,병사들이 숲속으로 도망치지 못하게 하면서 캐노피 다리 요새에 도달하십시오.,,在不让任何士兵逃入森林的情况下到达天篷桥要塞。,
"To stem the tide of armaments flowing into Sojourn, the Revolution must gain control of Canopy Bridge. Sophia has led a small team into the forest to corral runners.",,"Pour garantir son approvisionnement en armes vers Sojourn, la Révolution doit prendre le contrôle de la forteresse du Pont de Canopée. Sophia mène une petite équipe dans la forêt pour rassembler les fuyards.",,"Per arginare il rifornimento di armamenti per Sojourn, la rivoluzione deve prendere il controllo del ponte di Chiomombrosa. Sophia ha condotto una piccola squadra nella foresta per intercettare i fuggitivi.",,"Um die Waffenlieferungen nach Sojourn zu unterbinden, muss die Revolution die Baldachinbrücke erobern. Sophia hat ein kleines Team in den Wald geführt, um Kuriere abzufangen.",,"Para detener la marea de armamento que fluye hacia Sojourn, la revolución debe hacerse con el control del puente de Canopy. Sophia ha llevado a un pequeño equipo al bosque para acorralar a quienes lo transportan.",,ソジャーンに流入する兵器の流れを食い止めるには、革命軍がキャノピーブリッジを制圧する必要がある。ソフィアは小チームを組んで森の中を案内し、逃走兵たちを迎え撃つのだった。,,소저른으로 유입되는 군비의 흐름을 막으려면 혁명군이 캐노피 다리를 장악해야 합니다. 소피아는 소수의 병력을 이끌고 숲으로 가 탈주자들을 잡았습니다.,,为了阻止军备潮流进入索乔，革命军必须控制天篷桥。索菲亚带领一个小队进入森林，将逃兵围堵起来。,
Defeat Henry,,Battez Henry,,Sconfiggi Henry,,Henry besiegen,,Derrota a Henry.,,ヘンリーを倒せ,,헨리 물리치기,,打败亨利,
Henry Val'Myren has split his forms. Damage dealt to any of his mirror images will be shared.,,Henry Val'Myren s’est séparé en plusieurs entités. Les dégâts infligés à ses images seront partagés entre elles.,,Henry Val'Myren si è diviso in diverse copie di sé stesso. I danni inflitti a ogni sua immagine riflessa saranno condivisi con le altre.,,"Henry Val'Myren hat seine Gestalt aufgeteilt. Der Schaden, den eins seiner Spiegelbilder erleidet, wird geteilt.",,Henry Val'Myren se ha dividido en varias copias. El daño que reciba cualquiera de sus imágenes lo recibirá también él mismo.,,ヘンリー・ヴァル・マイレンは、自らを分裂させた。彼の分身に与えられたダメージは本体と共有される。,,헨리 발마이렌은 자신의 형체를 분할했습니다. 분신에 가해진 대미지가 나눠질 것입니다.,,亨利·瓦尔迈伦分裂了他的形态。对他的任何镜像伤害都将被分摊掉。,
"Before marching on Sojourn, the Revolution must secure the political future of Delia. Sloane's father, Henry Val'Myren, is all that stands in the way.",,"Avant de marcher sur Sojourn, la Révolution doit d’abord assurer l’avenir politique de Délia. Henry Val’Myren, le père de Sloane, est le seul à se tenir sur le chemin.",,"Prima di marciare verso Sojourn, la rivoluzione deve posare le fondamenta del futuro politico di Delia. Il padre di Sloane, Henry Val'Myren, è l'unico ostacolo rimasto.",,Vor dem Marsch auf Sojourn muss die Revolution die politische Zukunft Delias sicherstellen. Nur Sloanes Vater Henry Val'Myren steht dem noch im Weg.,,"Antes de marchar sobre Sojourn, la revolución debe asegurar el futuro político de Delia. Henry Val'Myren, el padre de Sloane, es todo lo que se interpone en el camino.",,ソジャーンへ向かう前に、革命軍はデリアの政治的未来を確保しなければならない。しかし、そこにスローンの父、ヘンリー・ヴァル・マイレンが立ちはだかる。,,소저른으로 진군하기 전에 혁명군은 델리아의 정치적 미래를 확보해야 합니다. 이를 가로막는 것은 슬론의 아버지 헨리 발 마이렌뿐입니다.,,在进军索乔之前，革命军必须确保得洛斯的政治前途。斯劳恩的父亲亨利·瓦尔迈伦是唯一的阻碍。,
Open the Gates,,Ouvrez les Portes,,Apri i cancelli,,Die Tore öffnen,,Abre las puertas.,,門を開け,,관문 열기,,打开大门,
Opening the gates to allow the rest of your forces to enter the city.,,Ouvrez les portes pour permettre à vos troupes de pénétrer dans la cité.,,Apri i cancelli per permettere al resto del tuo esercito di entrare in città.,,Öffnet die Tore und lasst den Rest eurer Truppen in die Stadt.,,Abre las puertas para permitir que el resto de tus fuerzas entren en la ciudad.,,門を開き、残りの部隊が街に突入できるようにしよう。,,관문을 열어 나머지 군대가 도시에 들어갈 수 있도록 하십시오.,,打开城门，让你的其余部队进入这座城市。,
"Dyolfen Bloodstone, a long-time palace guard, has let you into a side gate. Now, open the main gates of Sojourn for your forces.",,"Dyolfen Pierre-De-Sang, un vétéran de la garde du palais, vous a ouvert une entrée secondaire. Ouvrez maintenant les portes de Sojourn à vos forces.",,"Dyolfen Bloodstone, una guardia veterana del palazzo, ti ha lasciato entrare da un cancello secondario. Ora, apri i cancelli principali di Sojourn per il tuo esercito.",,"Dyolfen Bloodstone, langjähriger Palastwächter, hat euch zu einem Seitentor hineingelassen. Öffnet jetzt die Haupttore von Sojourn für eure Truppen.",,"Dyolfen Bloodstone, un veterano guardia de palacio, te ha dejado entrar por una puerta lateral. Ahora, abre las puertas principales de Sojourn para que entren tus fuerzas.",,ベテランの近衛兵であるディオルフェン・ブラッドストーンが、一行を裏門から招き入れた。味方の軍を招き入れるため、正門を開こう。,,궁전 경비대의 오랜 일원인 디올펜 블러드스톤이 옆문을 통해 들어가게 해주었습니다. 이제 당신의 군대를 위해 소저른의 주 관문을 여십시오.,,血石迪尔芬，一位长期的宫廷守卫，放你从侧门进入。现在，为你的队伍打开索乔的大门吧。,
Kill Varic,,Éliminez Varic,,Uccidi Varic,,Varic töten,,Mata a Varic.,,ヴァリック王を倒せ,,배릭 해치우기,,杀死瓦里克,
King Varic has sent countless Delians to their deaths in fruitless conflict. It is time to end his reign.,,Le Roi Varic a mené d’innombrables Déliais à leur mort dans un conflit sans queue ni tête. Il est temps de mettre un terme à son règne.,,Re Varic ha costretto migliaia di deliani a combattere in una guerra inutile. È il momento di porre fine al suo regno.,,"König Varic hat unzählige Delianer in einen sinnlosen Krieg getrieben. Es wird Zeit, seine Herrschaft zu beenden.",,El rey Varic ha enviado a innumerables delianos a la muerte en un conflicto infructuoso. Es hora de acabar con su reinado.,,ヴァリック王は大勢のデリア人を無益な戦争に送り込んできた。今こそ暴君の治世を終わらせる時だ。,,배릭 왕은 아무 소득도 없는 전쟁에 수많은 델리아인의 생명을 바쳤습니다. 이제 그의 통치를 끝장낼 시간입니다.,,瓦里克国王在毫无成果的冲突中让无数得洛斯人送了性命。是时候结束他的统治了。,
"Nothing stands between the Revolution and Delia's liberation but King Varic Val'Distar, who refuses to relinquish his chokehold on the Kingdom of Delia.",,"Plus rien ne s’oppose à la libération de Délia par la Révolution si ce n’est Val’Distar, qui refuse de capituler.",,"Nulla si frappone tra la rivoluzione e la liberazione di Delia a parte re Varic Val'Distar, che si rifiuta di allentare la sua stretta soffocante sul regno.",,"Nur noch König Varic Val'Distar steht zwischen der Revolution und der Befreiung Delias, und er weigert sich, seinen Würgegriff um das Königreich zu lockern.",,"Nada se interpone entre la revolución y la liberación de Delia excepto el rey Varic Val'Distar, que se niega a ceder su dominio sobre el reino de Delia.",,革命の成功とデリアの解放はもうすぐだ。しかし、そこにデリア王国の権力放棄を拒否するヴァリック・ヴァル・ディスター王が立ちはだかる。,,혁명군과 델리아 해방 사이에 서 있는 것이라곤 델리아 왕국에 대한 자신의 통치를 포기하기를 거부하는 배릭 발디스타 왕뿐입니다.,,大革命和解放得洛斯之间没有任何其他阻碍，除了瓦里克·瓦尔迪斯塔国王，因为他拒绝放弃对得洛斯王国的控制。,
Kill Akmenos,,Éliminez Akmenos,,Uccidi Akmenos,,Töte Akmenos?,,Mata a Akmenos.,,アクメノスを倒せ,,아크메노스 처치,,杀死阿克梅诺斯,
"The Soul Anchor has been opened in the Astral Plane, allowing Akmenos to fight once more.",,"L’ancre d’âme a été ouverte dans le Plan Astral, permettant à Akmenos de se battre une nouvelle fois.",,"L'ancora dell'anima è stata aperta nel piano astrale, consentendo ad Akmenos di combattere ancora una volta.",,"Der Seelenanker wurde auf der Astralebene geöffnet, sodass Akmenos erneut kämpfen kann.",,"El ancla de almas se ha abierto en el plano astral, lo que permite a Akmenos luchar una vez más.",,霊的空間が開き、アクメノスが再度戦いを挑んできた。,,영혼의 닻이 아스트랄 비행기에서 열려서 아크메노스와 한 번 더 싸울 수 있습니다.,,灵魂之锚已在星光界打开，让阿克梅诺斯得以再次战斗。,
"After King Varic's death, Sojourn is wracked with a massive eruption of power, plunging the spire into the Astral Plane. Now, with the barriers weakened, Akmenos has made his move.",,"À la mort du Roi Varic, Sojourn fut frappé par une violente explosion de pouvoir, plongeant la tour dans le Plan Astral. Maintenant que les barrières sont affaiblies, Akmenos est passé à l’action.",,"Dopo la morte di re Varic, Sojourn viene investita da un'enorme eruzione di potere, che getta la guglia nel piano astrale. Ora, con le barriere indebolite, Akmenos ha fatto la sua mossa.",,"Nach König Varics Tod wird Sojourn von einem gewaltigen Ausbruch an Macht zerstört, der den Spier in die Astralebene stürzt. Jetzt, da die Barrieren geschwächt sind, hat Akmenos seinen Zug gespielt.",,"Tras la muerte del rey Varic, Sojourn sufre el impacto de una descomunal erupción de poder que hunde la Aguja en el plano astral. Debilitadas las barreras, Akmenos ha movido ficha.",,ヴァリック王の死と同時に、ソジャーンは大規模な霊力の爆発に見舞われ、尖塔を霊的空間に突入させた。現実世界と霊界の障壁が脆弱となった今、アクメノスは一行の殲滅を企む。,,"배릭 왕의 사망 이후, 소저른은 거대한 힘의 분출로 인해 파괴되어, 아스트랄 평원으로 첨탑을 떨어뜨립니다. 이제 장막이 약화되었고, 아크메노스가 움직였습니다.",,瓦里克国王死后，索乔被一股爆发的巨大力量所摧毁，让尖塔沉入星光界。现在，随着屏障的削弱，阿克梅诺斯已经采取了行动。,
Kill Revenant,,Éliminez le Revenant,,Uccidi il Redivivo,,Wiedergänger töten,,Mata al resucitado.,,レヴァナントを倒せ,,망령 해치우기,,杀死亡灵,
"Empyrean has escaped, leaving behind Revenant and a slew of souls on pilgrimmage to Astrallis.",,Empyrion s’est échappé laissant derrière lui Revenant et un torrent d’âmes en chemin vers Astrallis.,,"L'Empireo è scappato, abbandonando il Redivivo e molte altre anime in pellegrinaggio verso Astrallis.",,Empyrean ist entkommen und hat Wiedergänger und eine Anzahl Seelen auf der Pilgerschaft nach Astrallis zurückgelassen.,,"Empyrean ha escapado, dejando atrás al resucitado y a una gran cantidad de almas en peregrinaje a Astrallis.",,アストラリスに向かうため、エンピリアンはスターリングの亡骸と多くの魂を残し、逃走した。,,엠피리언은 망령과 순례 중인 수많은 영혼을 남겨두고 아스트랄리스로 탈출했습니다.,,艾姆派瑞恩逃脱了，留下了亡魂和一群去阿斯垂利斯朝圣的灵魂。,
"Empyrean, in the days after the battle near Swift Harbor, somehow managed to use Akmenos' knowledge to raise Sterling from the dead.",,"Dans les jours qui suivirent la bataille de Port-Vif, Empyrion s’est servi du savoir d’Akmenos pour ressusciter Sterling.",,"L'Empireo, dopo la battaglia vicino a Portolesto, è riuscito a usare le conoscenze di Akmenos per risvegliare Sterling dalla morte.",,"In den Tagen nach der Schlacht bei Swift Harbor konnte Empyrean Akmenos‘ Wissen nutzen, um Sterling wieder zum Leben zu erwecken.",,"Durante los días posteriores a la batalla en las proximidades de Swift Harbor, Empyrean se las ha arreglado para resucitar a Sterling de entre los muertos usando el conocimiento de Akmenos.",,エンピリアンは、スウィフトハーバー近郊の戦いの後、アクメノスの知識を使い、スターリングを死から蘇らせた。,,"스위프트 항구 근처의 전투 이후 며칠 동안, 엠피리언은 아크메노스의 지식을 이용해 가까스로 스털링을 죽음에서 구해냈습니다.",,艾姆派瑞恩在斯威夫特港附近的战斗结束后的几天里，利用阿克梅诺斯的知识设法让斯特林某种程度上复活了。,
Defeat Empyrean,,Battez Empyrion,,Sconfiggi l'Empireo,,Empyrean besiegen,,Derrota a Empyrean.,,エンピリアンを倒せ,,엠피리언 물리치기,,击败艾姆派瑞恩,
Empyrean has begun the Rite of Ascension. The fate of Terrazael is at stake. Stop him.,,Empyrion a débuté le Rituel d’Ascension. C’est l’avenir de Terrazael qui est en jeu. Vous devez l’arrêter.,,"L'Empireo ha cominciato il Rito dell'ascensione. Terrazael è in pericolo, fermalo.",,Empyrean hat den Ritus des Aufstiegs begonnen. Das Schicksal Terrazaels steht auf dem Spiel. Haltet ihn auf.,,Empyrean ha comenzado el rito de la Ascensión. Está en juego el destino de Terrazael. Detenlo.,,エンピリアンは昇天の儀式を開始した。テラザエルが危機に瀕している。その男の野望を食い止めよう。,,엠피리언이 승천 의식을 시작했습니다. 테라자엘의 운명이 달려있습니다. 그를 막으십시오.,,艾姆派瑞恩已经开始了祭天仪式。泰拉泽尔的命运岌岌可危。阻止他。,
"It all comes down to this, one final confrontation with the fate of the world at stake. Win, and stop Empyrean from making the greatest mistake of all time, or lose, and allow devastation such as the world hasn't known in millenia.",,Tout se joue et se dénoue à cet instant précis : un combat final avec la survie du monde en jeu. Empêchez Empyrion de commettre la pire des erreurs ou l’ampleur de la destruction qui s’abattra n’aura aucun égal.,,"Non c'è altro modo, il destino del mondo intero verrà deciso con quest'ultima battaglia. Vinci, impedendo all'Empireo di compiere l'errore più grande di tutti i tempi, o perdi, e il mondo verrà devastato come non succedeva da millenni.",,"Hierauf läuft alles hinaus, eine letzte Konfrontation, bei der das Schicksal der Welt auf dem Spiel steht. Siegt und hindert Empyrean daran, den größten Fehler aller Zeiten zu machen, oder verliert und ermöglicht Verheerungen, wie sie die Welt seit Tausenden von Jahren nicht gesehen hat.",,"Todo ha desembocado en esto, una confrontación final con el destino del mundo en juego. Gana y evita que Empyrean cometa el mayor error de todos los tiempos, o pierde y permite un grado de devastación que el mundo no ha conocido en milenios.",,滅亡の危機に瀕した世界の命運を決する、最終決戦の時が来た。勝利すれば、エンピリアンの人類史上最悪の過ちを止めることができるが、敗北すれば、世界は数千年ぶりの破滅的大災害に見舞われるだろう。,,"이 모든 것이 세상의 운명이 걸린 최후의 대결로 귀결됩니다. 승리하여 역사상 가장 큰 실수를 저지르려는 엠피리언을 막으십시오. 만약 패한다면, 천 년 동안 세상이 한 번도 겪어보지 못한 대대적인 파괴가 있을 것입니다.",,这一切都归结为一点，即：危难关头与命运决战。赢，阻止艾姆派瑞恩犯有史以来最大的错误，或者失败，让世界经受千年来从未有过的破坏。,
,,,,,,,,,,,,,,,
Defeat Boss,,Battez le boss,,Sconfiggi il boss,,Boss besiegen,,Derrota al jefe.,,ボスを倒せ,,보스 물리치기,,击败大佬,
Defeat the leaders of the Sons of Shamac,,Battez les chefs des Fils de Shamac,,Sconfiggi i leader dei Figli di Shamac,,Besiege die Anführer der Söhne von Shamac,,Derrota a los líderes de los Hijos de Shamac,,シャマックの息子たちのリーダーを倒せ,,샤막의 아들들의 지도자 물리치기,,击败沙麦克之子的首领,
Defend for 8 turns,,Défendez pendant 8 tours,,Difenditi per 8 turni,,8 Runden lang verteidigen,,Defiéndete durante 8 turnos.,,8ターンの間守り抜け,,8턴 동안 방어,,打败 8 个回合,
Defeat the attackers and thwart the assassination attempt,,Battez les assaillants et déjouez la tentative d'assassinat,,Sconfiggi gli aggressori e sventa il tentativo di assassinio,,Besiege die Angreifer und vereitle den Attentatsversuch,,Derrota a los atacantes y frustra el intento de asesinato,,襲撃者を倒し、暗殺を阻止せよ,,공격자들을 물리쳐 암살 시도 막기,,击败袭击者并阻止暗杀,
Defeat Boss,,Battez le boss,,Sconfiggi il boss,,Boss besiegen,,Derrota al jefe.,,ボスを倒せ,,보스 물리치기,,击败大佬,
Kill Krael Val'Garel while attracting the least possible attention,,Tuez Krael Val'Garel en attirant le moins d'attention possible,,Uccidi Krael Val'Garel attirando meno attenzione possibile,,"Töte Krael Val'Garel, während du so möglichst wenig Aufmerksamkeit erregst.",,Mata a Krael Val'Garel atrayendo la menor atención posible,,最小限の注意を受けるにとどめつつ、クラエル・ヴァル・ガレルを倒せ,,최대한 시선을 끌지 않고 크라엘 발 가렐 해치우기,,以最低调的方式杀死卡瑞·瓦尔加勒,
Defeat Boss,,Battez le boss,,Sconfiggi il boss,,Boss besiegen,,Derrota al jefe.,,ボスを倒せ,,보스 물리치기,,击败大佬,
Win the tavern brawl by knocking out the attackers,,Gagnez la bagarre dans la taverne en assommant les attaquants,,Vinci la rissa nella taverna eliminando gli aggressori,,"Gewinne die Kneipenschlägerei, indem du die Angreifer KO schlägst",,Gana la pelea de la taberna derribando a los atacantes,,ケンカ相手を倒し、酒場の乱闘に勝利せよ,,공격자들을 때려눕혀 선술집 싸움 이기기,,淘汰袭击者，赢得酒馆斗殴,
Defeat Boss,,Battez le boss,,Sconfiggi il boss,,Boss besiegen,,Derrota al jefe.,,ボスを倒せ,,보스 물리치기,,击败大佬,
Kill Wendel the Magnificent and knock out his cronies by getting them below half health without finishing them off,,Tuez Wendel le Magnifique et assommez ses acolytes en vidant leur santé de moitié sans les achever,,Uccidi Wendel il Magnifico e metti fuori combattimento i suoi seguaci portando la loro salute sotto la metà e senza finirli,,"Töte Wendel den Prächtigen und schalte seine Kumpane aus, indem du sie unter die Hälfte ihrer Lebenspunkte bringst, ohne sie zu erledigen.",,Mata a Wendel el Magnífico y derriba a sus compinches dejándolos por debajo de la mitad de la salud sin rematarlos,,「偉大なるウェンデル」を倒し、その信者を殺さずにHPを半分以下まで削れ,,위대한 웬델을 처치하고 졸개들은 체력을 절반으로 깎아 죽이지 않고 물리치기,,杀死温德尔大帝，不要直接了结他的同伙，打至半血以下并以此淘汰他们,
Defeat Enemies,,Battez le boss,,Sconfiggi il boss,,Boss besiegen,,Derrota al jefe.,,ボスを倒せ,,보스 물리치기,,击败大佬,
Defeat the mysterious foes,,Battez les ennemis mystérieux,,Sconfiggi i nemici misteriosi,,Besiege die geheimnisvollen Gegner,,Derrota a los enemigos misteriosos,,謎の敵を倒せ,,의문의 적 물리치기,,击败神秘的敌人,
Defend for 8 turns,,Défendez pendant 8 tours,,Difenditi per 8 turni,,8 Runden lang verteidigen,,Defiéndete durante 8 turnos.,,8ターンの間守り抜け,,8턴 동안 방어,,打败 8 个回合,
Defend Jamira from the orc assault and keep the militia alive,,Défendez Jamira de l'assaut des orcs et gardez la milice en vie,,Difendi Jamira dall'assalto degli orchi e mantieni in vita la milizia,,Verteidige Jamira gegen den Ork-Angriff und halte die Miliz am Leben,,Defiende a Jamira del asalto de los orcos y mantén viva a la milicia,,オークの襲撃からジャミラを守り、兵士たちが生存した状態で勝利せよ,,오크의 공격으로부터 자미라를 보호하고 민병대 살리기,,守卫杰米拉村，抵御兽族攻击，保证民兵存活,
